path,fun_name,lineno
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\Device.cpp,THPDevice_reduce,144
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\Dtype.cpp,THPDtype_reduce,54
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\Module.cpp,THPModule_addDocStr,231
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\Module.cpp,THPModule_hasDistributed,335
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\Module.cpp,THPModule_setDefaultTensorType,215
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\Module.cpp,THPModule_setDefaultDtype,223
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\Module.cpp,THPModule_inferSize,292
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\Module.cpp,THPModule_userEnabledCuDNN,440
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\Module.cpp,THPModule_setUserEnabledCuDNN,432
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\Module.cpp,THPModule_userEnabledMkldnn,454
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\Module.cpp,THPModule_setUserEnabledMkldnn,446
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\Module.cpp,THPModule_allowTF32CuDNN,426
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\Module.cpp,THPModule_setAllowTF32CuDNN,418
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\Module.cpp,THPModule_benchmarkCuDNN,524
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\Module.cpp,THPModule_setBenchmarkCuDNN,510
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\Module.cpp,THPModule_deterministicCuDNN,470
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\Module.cpp,THPModule_setDeterministicCuDNN,460
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\Module.cpp,THPModule_deterministicAlgorithms,486
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\Module.cpp,THPModule_setDeterministicAlgorithms,476
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\Module.cpp,THPModule_warnAlways,502
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\Module.cpp,THPModule_setWarnAlways,494
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\Module.cpp,THPModule_allowTF32CuBLAS,540
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\Module.cpp,THPModule_setAllowTF32CuBLAS,532
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\Module.cpp,THPModule_toDLPack,380
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\Module.cpp,THPModule_fromDLPack,389
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\Module.cpp,THPModule_setFlushDenormal,548
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\Module.cpp,THPModule_getDefaultDtype,557
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\Module.cpp,THPModule_getDefaultDevice,566
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\Module.cpp,THPModule_qEngine,583
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\Module.cpp,THPModule_setQEngine,574
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\Module.cpp,THPModule_supportedQEngines,588
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\Module.cpp,THPModule_isEnabledXNNPACK,602
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\Module.cpp,THPModule_setDefaultMobileCPUAllocator,608
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\Module.cpp,THPModule_unsetDefaultMobileCPUAllocator,618
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\QScheme.cpp,THPQScheme_reduce,25
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\autograd\python_engine.cpp,THPEngine_run_backward,147
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\autograd\python_engine.cpp,THPEngine_queue_callback,284
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\autograd\python_engine.cpp,THPEngine_is_checkpoint_valid,298
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\autograd\python_function.cpp,THPFunction_name,564
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\autograd\python_function.cpp,THPFunction_apply,577
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\autograd\python_function.cpp,THPFunction__register_hook_dict,640
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\autograd\python_function.cpp,THPFunction_register_hook,661
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\cuda\Module.cpp,THCPModule_setDevice_wrap,63
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\cuda\Module.cpp,THCPModule_getDevice_wrap,76
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\cuda\Module.cpp,THCPModule_getDeviceCount_wrap,111
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\cuda\Module.cpp,THCPModule_canDeviceAccessPeer_wrap,86
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\cuda\Module.cpp,THCPModule_getArchFlags,119
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\cuda\Module.cpp,THCPModule_getCurrentStream_wrap,138
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\cuda\Module.cpp,THCPModule_getDefaultStream_wrap,149
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\cuda\Module.cpp,THCPModule_getCurrentBlasHandle_wrap,529
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\cuda\Module.cpp,THCPModule_setStream_wrap,160
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\cuda\Module.cpp,THCPModule_getCompiledVersion,179
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\cuda\Module.cpp,THCPModule_hasPrimaryContext,281
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\cuda\Module.cpp,THCPModule_setMemoryFraction,294
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\cuda\Module.cpp,THCPModule_emptyCache,316
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\cuda\Module.cpp,THCPModule_memoryStats,324
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\cuda\Module.cpp,THCPModule_resetAccumulatedMemoryStats,374
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\cuda\Module.cpp,THCPModule_resetPeakMemoryStats,384
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\cuda\Module.cpp,THCPModule_memorySnapshot,394
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\cuda\Module.cpp,THCPModule_cudaHostAllocator,184
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\cuda\Module.cpp,THCPModule_cudaCachingAllocator_raw_alloc,192
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\cuda\Module.cpp,THCPModule_cudaCachingAllocator_raw_delete,212
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\cuda\Module.cpp,THCPModule_cudaSynchronize,220
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\cuda\Module.cpp,THCPModule_cudaIPCCollect,228
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\cuda\Module.cpp,THCPModule_cudaSleep,236
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\cuda\Module.cpp,THCPModule_cudaLockMutex,252
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\cuda\Module.cpp,THCPModule_cudaUnlockMutex,273
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\distributed\autograd\init.cpp,dist_autograd_init,18
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\distributed\c10d\init.cpp,c10d_init,234
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\distributed\rpc\init.cpp,rpc_init,34
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\distributed\rpc\testing\init.cpp,faulty_agent_init,20
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\fx\fx_init.cpp,replacement_method,27
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\generic\StorageMethods.cpp,writeFile,235
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\generic\StorageMethods.cpp,newWithFile,256
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\generic\StorageMethods.cpp,getDevice,320
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\generic\StorageMethods.cpp,_setCdata,329
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\generic\StorageSharing.cpp,newWithWeakPtr,476
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\generic\StorageSharing.cpp,freeWeakRef,489
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\generic\StorageSharing.cpp,expired,504
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\generic\StorageSharing.cpp,sharedFd,513
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\generic\StorageSharing.cpp,isShared,528
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\multiprocessing\init.cpp,multiprocessing_init,21
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\utils\disable_torch_function.cpp,DisableTorchFunction__enter,31
F:\DLFs_dataset\pytorch\pytorch-1.9.0\torch\csrc\utils\disable_torch_function.cpp,DisableTorchFunction__exit,37
